FEI-Helios-DB-636663,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/FEIHeliosDBEvents,FEI HeliosDB,https://***REMOVED***/***REMOVED***/Lists/FEI%20HeliosDB/calendar.aspx,***REMOVED***,FEI Helios,636663,./Aphrodite
FEI-Quanta200-ESEM-633137,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/FEIQuanta200Events,FEI Quanta200,https://***REMOVED***/***REMOVED***/Lists/FEI%20Quanta200%20Events/calendar.aspx,***REMOVED***,FEI Quanta200,633137,./Quanta
FEI-Titan-STEM-630901,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/FEITitanSTEMEvents,FEI Titan STEM,https://***REMOVED***/***REMOVED***/Lists/MMSD%20Titan/calendar.aspx,***REMOVED***,FEI Titan STEM,630901,./643Titan
FEI-Titan-TEM-635816,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/FEITitanTEMEvents,FEI Titan TEM,https://***REMOVED***/***REMOVED***/Lists/FEI%20Titan%20Events/calendar.aspx,***REMOVED***,FEI Titan TEM,635816,./Titan
Hitachi-S4700-SEM-606559,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/HitachiS4700Events,Hitachi S4700,https://***REMOVED***/***REMOVED***/Lists/Hitachi%20S4700%20Events/calendar.aspx,***REMOVED***,Hitachi S4700,606559,./Hitachi-S4700-SEM-606559
Hitachi-S5500-SEM-635262,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/HitachiS5500Events,Hitachi-S5500,https://***REMOVED***/***REMOVED***/Lists/HitachiS5500/calendar.aspx,***REMOVED***,Hitachi S5500,635262,./S5500
JEOL-JEM3010-TEM-565989,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/JEOLJEM3010Events,JEOL JEM3010,https://***REMOVED***/***REMOVED***/Lists/JEOL%20JEM3010%20Events/calendar.aspx,***REMOVED***,JEOL JEM3010,565989,./JEOL3010
JEOL-JSM7100-SEM-N102656,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/JEOLJSM7100Events,JEOL JSM7100,https://***REMOVED***/***REMOVED***/Lists/JEOL%20JSM7100%20Events/calendar.aspx,***REMOVED***,JEOL JSM7100,N102656,./7100Jeol
Philips-CM30-TEM-540388,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/PhilipsCM30Events,Philips CM30,https://***REMOVED***/***REMOVED***/Lists/Philips%20CM30%20Events/calendar.aspx,Unknown,Philips CM30,540388,./Philips-CM30-TEM-540388
Philips-EM400-TEM-599910,https://***REMOVED***/***REMOVED***/_vti_bin/ListData.svc/PhilipsEM400Events,Philips EM400,https://***REMOVED***/***REMOVED***/Lists/Philips%20EM400%20Events/calendar.aspx,***REMOVED***,Philips EM400,599910,./EM400
